text,valence_score
"Ἀμήν, πολλάκις γὰρ ἐπεθύμησα, ἵνα αὐτὸς ἐγὼ ἀποστατῶ ἀπὸ τοῦ Κυρίου καὶ γενηθῶ κατάρα, εἰ μόνον τοῦτο ὠφέλειαν παράσχοι τοῖς ἐμοῖς συγγενέσιν τοῖς κατὰ σάρκα.",-0.375
Εὐχαριστῶ σοι περὶ τῆς γενναίας σου βοηθείας.,0.625
Πρέπει ἡμᾶς ἀγαθοῖς ἔργοις ἐνδοξάζειν τὸν Θεόν.,0.625
Ἀληθὴς γάρ ἐστιν ἡ διδαχὴ ἣν παρέλαβες.,0.625
Προσδοκῶμεν ἀγαθὰ συμβῆναι τοῖς δικαίοις.,0.625
Ἀγαθός ἐστιν ὁ δοῦλος ὅστις πιστῶς ὑπηρετεῖ.,0.625
Εἴη ὑμῖν ἀγαθὸν τέλος τῆς ὁδοῦ.,0.625
"Οὖν δέομαι ὑμῶν, ἵνα ἡ ἀγάπη ὑμῶν ἡ πρὸς αὐτὸν στερεὰ καὶ ἔκδηλος γένηται.",0.625
"Διὸ προτρέπομαι ὑμᾶς θερμῶς, εἰς τὸ ἀγαπᾶν αὐτὸν ἀμεταθέτως καὶ ἐκ περισσοῦ.",0.625
"Εὐλογητὸς ὁ Θεὸς ὁ Πατήρ, ὁ δωρούμενος ἡμῖν πάντα τὰ ἀγαθά.",0.625
"Ἡ εἰρήνη τοῦ Θεοῦ, ἡ ὑπερέχουσα πάντα νοῦν, φυλάξει τὰς καρδίας ὑμῶν.",0.625
Μεγάλη γέγονεν ἡ χάρις ἐφ' ἡμᾶς ἐν πάσῃ σοφίᾳ καὶ φρονήσει.,0.625
"Μακάριοι οἱ ἐλεήμονες, ὅτι αὐτοὶ ἐλεηθήσονται.",0.625
"Πιστὸς ὁ Κύριος, ὃς στηρίξει ὑμᾶς καὶ φυλάξει ἀπὸ τοῦ πονηροῦ.",0.625
Καλῶς ἐποιήσατε συμπάθειαν ἔχοντες πρὸς τοὺς δεσμίους.,0.625
"Τοῦτο τὸ ἔθνος ἔχει τοὺς σεβαστοὺς προπάτορας, ἐξ ὧν καὶ ὁ Χριστὸς ἐγεννήθη κατὰ σάρκα, ὅς γε αὐτὸς Θεός ἐστιν ὁ πάντων Κύριος, εὐλογητὸς εἰς τοὺς αἰῶνας. Ἀμήν.",0.625
"Οἱ ἔνδοξοι πρόγονοι αὐτῶν ἐκ ταύτης τῆς γενεᾶς ἦσαν, ἐξ ὧν καὶ ὁ Χριστὸς κατὰ σάρκα ἐγεννήθη. Οὗτος δὲ ὁ αὐτὸς Θεός ἐστιν ὁ ἐπὶ πάντων Κύριος, ᾧ ἡ δόξα εἰς τοὺς αἰῶνας. Ἀμήν.",0.625
Εὔχομαι ὑμᾶς ἐν τῇ ἀγάπῃ ἀεί προκόπτειν καὶ μὴ κάμνειν ἐν τῷ ἀγαθῷ ἔργῳ.,0.375
"Καλὸν γάρ ἐστιν ὑμῖν μετὰ φρονήσεως πορεύεσθαι, ἵνα μὴ σφαλῆτε ἐν τοῖς ἔργοις.",0.375
Ἀγαθὸν οὖν ἐστιν ἑνωμένους μένειν καὶ ἀλλήλους ἐν τῇ πίστει στηρίζειν.,0.375
"Ἡ ἀγάπη ὑμῶν, ἣν ἔχετε πρὸς ἀλλήλους, μαρτυρεῖ περὶ τῆς χάριτος τοῦ Θεοῦ.",0.375
Διὰ πίστεως καὶ ὑπομονῆς ἔσεσθε νικηταὶ πάσης θλίψεως.,0.375
Εἴθε ὁ Θεὸς ὑμᾶς εὐλογῇ ἐν πάσῃ σοφίᾳ καὶ ἀρετῇ τῇ αὐτοῦ δυνάμει.,0.375
"Περιπατεῖτε οὕτως ὡς ἀξίους τοῦ εὐαγγελίου τοῦ Χριστοῦ· ἐπιποθῶ γὰρ ἀκούειν, εἴτε παρὼν εἴτε ἀπών, ὑμᾶς ἑστῶτας ἐν ἑνὶ πνεύματι μιᾷ ψυχῇ συναθλοῦντας τῇ πίστει τοῦ εὐαγγελίου.",0.375
"Πρὸ πάντων ἡ ἀναστροφὴ ὑμῶν ἔστω σύμφωνος τῷ εὐαγγελίῳ τοῦ Χριστοῦ, καὶ τοῦτο γὰρ ἐπιθυμῶ, εἴτε παρὼν ὑμῖν εἴτε ἀπών, ἀκοῦσαι περὶ ὑμῶν ὅτι ἑστῶτες ἀκλινεῖς ἐστε ἐν ἑνὶ πνεύματι καὶ μιᾷ διανοίᾳ, συνεργοῦντες ἀόκνως εἰς τὴν προκοπὴν τῆς ἀληθείας τοῦ εὐαγγελίου.",0.375
"Πάντα ἀπώλετο, καὶ οὐδεὶς ἔτι ἐλπίς.",-1.0
"Ἡμῖν γὰρ οὐκ ἔστιν διαφυγή, μόνον θάνατος.",-1.0
Διὰ τῆς ἀπάτης ὑμῶν ἡ ζωὴ ἡμῶν ἐφθάρη.,-1.0
Ὢ τῆς ἀρᾶς! Μὴ γὰρ ἔτι φῶς ἴδωμεν.,-1.0
Ἡ ἁμαρτία ἡμῶν εἰς ἀπώλειαν αἰώνιον φέρει.,-1.0
"Πένθος ἀτελεύτητον κατέχει με, οὐδὲ παρηγορία ἔστιν.",-1.0
"Μὴ ἄρα πολλὰ παθόντες εἰς κενὸν ἐκοπιάσαμεν; καὶ πῶς ἀλγεινὸν τοῦτο, εἰ οὕτως ἔχει.",-1.0
Οὐχὶ δεινὸν ἂν εἴη εἰ πᾶν τὸ μέγα πάθημα ὑμῶν ὄντως μάτην γέγονεν;,-1.0
"Δεῖ με ἀπελθεῖν, καίπερ ἡ καρδία μου βαρύνεται.",-0.25
"Ἡ ὁδὸς ἦν χαλεπή, ἀλλὰ ἤλθομεν.",-0.25
"Ἀληθές ἐστιν, καίτοι δυσχερῶς δεκτόν.",-0.25
"Τὸ σχέδιον οὐκ ἔστιν τέλειον, ὅμως ὀφείλομεν ἀκολουθεῖν.",-0.25
"Μικρὸν τραῦμα, ἀλλὰ ὀδυνᾷ.",-0.25
"Ὁ θερισμὸς ἦν ἔλαττον τοῦ προσδοκωμένου, πλὴν ἱκανός.",-0.25
"Ὁμολογῶ τὸν νόμον ἀγαθὸν εἶναι, κἂν ἃ θέλω οὐ πράσσω.",-0.25
"Ἐν γὰρ τῷ πράσσειν με ὃ οὐ θέλω, ὁ νόμος, ὃν παραβαίνω, ἀγαθὸς καθίσταται.",-0.25
"Ἀπὸ τῆς ἀδικίας ὑμῶν οὐδεὶς σωθήσεται, ἀλλὰ μᾶλλον εἰς ὄλεθρον πορεύσεται.",-0.75
"Ἡ ἀνομία αὐτῶν ἐκάλυψεν αὐτοὺς ἐν σκότει, καὶ ἡ κρίσις τοῦ Θεοῦ ἐπ' αὐτοὺς μένει.",-0.75
"Ὅσοι τὴν ἀλήθειαν ἀπορρίπτουσιν, οὐκ ἔχουσιν μέρος ἐν τῇ βασιλείᾳ τοῦ Θεοῦ, ἀλλ' ἔξω ῥιφθήσονται.",-0.75
"Διὰ τὴν πονηρίαν τῶν ἔργων ὑμῶν, οὐδὲν εἰ μὴ θλίψις καὶ ὀδύνη ὑμᾶς ἀναμένει.",-0.75
"Ὥσπερ δένδρον ἄκαρπον, ἐκκόπτεται καὶ εἰς πῦρ βάλλεται· οὕτως πᾶς ὃς οὐκ ἀγαθὸν καρπὸν φέρει.",-0.75
"Οὐ δύνασθε διαφεύγειν τὴν ὀργὴν τοῦ Θεοῦ, οἱ ἐν ἁμαρτίαις ἀμετανόητοι διαμένοντες.",-0.75
"Πᾶς γὰρ ὁ διὰ νόμου δικαιοῦσθαι θέλων, ὑπὸ κατάραν ἐστίν· γέγραπται γάρ, ὅτι ἐπικατάρατος πᾶς ὃς οὐκ ἐμμένει ἐν πᾶσιν τοῖς γεγραμμένοις ἐν τῷ βιβλίῳ τοῦ νόμου τοῦ ποιῆσαι αὐτά.",-0.75
"Ὅσοι γὰρ τὴν ζωὴν ἐκ τῆς τοῦ νόμου τηρήσεως προσδοκῶσιν, οὗτοι τῇ καταδίκῃ ὑποπίπτουσιν· φανερὸν γὰρ ἐκ τῆς γραφῆς ὅτι κατάρα ἐπὶ παντὶ τῷ μὴ τηροῦντι πᾶσαν ἐντολὴν τὴν ἐν τῷ βιβλίῳ τοῦ νόμου γεγραμμένην.",-0.75
"Οὐδεὶς γὰρ ἠβούλετο συμμαχεῖν, ἀλλὰ πάντες ἀπέστησαν ἐν τῇ ὥρᾳ τῆς δοκιμασίας μου.",-0.625
"Πολλοὶ μὲν γὰρ δολίως ἐλάλουν, πειρῶντες ἀφανίζειν τὴν ἀλήθειαν διὰ ψευδολογίας.",-0.625
"Ἦλθεν γὰρ ἡ συμφορὰ διὰ τὴν ἀμέλειαν τῶν φυλάκων, καὶ οὐδεὶς ἦν ὁ βοηθῶν.",-0.625
Πῶς γὰρ δυνάμεθα χαίρειν ἐν μέσῳ τοσούτων πειρασμῶν καὶ ἀδικίας τῶν ἀνθρώπων;,-0.625
"Στενάζομεν ὑπὸ τὴν βαρύτητα τῆς τυραννίδος, μηδεμίαν ἐλπίδα λύτρωσης ἔχοντες.",-0.625
"Οἱ προσδοκώμενοι σύμμαχοι ἀπέδρασαν ἐν τῷ κινδύνῳ, δείξαντες τὴν δειλίαν αὐτῶν.",-0.625
"Καὶ τινες μὲν γὰρ τὸν Χριστὸν καταγγέλλουσιν, οὐκ ἐκ καθαρᾶς προθέσεως ἀλλ᾽ ἐξ ἐριθείας, οἰόμενοι πλεονάσαι μου τὴν θλῖψιν ἐν τοῖς δεσμοῖς.",-0.625
"Ἔτι δέ τινες τὸν Χριστὸν ἀναγγέλλουσιν, οὐκ ἐξ εἰλικρινοῦς προθέσεως, ἀλλὰ διὰ φιλονεικίαν, βουλόμενοι μόνον ἐπιβαρῦναι τὰ δεσμά μου.",-0.625
Εὐλογητὸς ὁ θεὸς ὁ πλουσίως χορηγῶν πᾶσαν δόσιν ἀγαθὴν καὶ πᾶν δώρημα τέλειον!,0.875
Ἀγαλλιώμεθα οὖν ἐν κυρίῳ πάσῃ χαρᾷ ἀφάτῳ διὰ τὴν σωτηρίαν τὴν ἀΐδιον.,0.875
Φῶς ἀληθείας ἔλαμψεν ἡμῖν καὶ γνῶσιν θείαν ἐδωρήσατο τὰς καρδίας ἡμῶν φωτίζον.,0.875
"Πεπείσμεθα γὰρ ὅτι αἱ ὑποσχέσεις τοῦ θεοῦ ἀψευδεῖς εἰσιν, μέλλουσαι ἀποκαλυφθῆναι ἐν δόξῃ.",0.875
"Ὁ κύριος ἡμῶν ἐστιν καταφυγὴ καὶ δύναμις, παρέχων εἰρήνην βαθεῖαν τοῖς πεποιθόσιν ἐπʼ αὐτόν.",0.875
Ἀνάγκη ἐστὶν δοξάζειν τὸν θεὸν τὸν ἀγάπῃ ἀπείρῳ ἡμᾶς περιέχοντα καὶ δυνάμει ἀνίκητον.,0.875
"Πάντοτε χάρις τῷ Θεῷ, τῷ διὰ Χριστοῦ ἡμᾶς εἰς ἔνδοξον θρίαμβον ἀεὶ ἄγοντι καὶ δι' ἡμῶν τὴν ἀψευδῆ ὀσμὴν τῆς ἀληθείας αὐτοῦ πανταχοῦ φανεροῦντι.",0.875
"Εὐχαριστοῦμεν τῷ Θεῷ πάντοτε, ὅτι ἡμᾶς ἀεί ἐν τῇ νικηφόρῳ πορείᾳ τοῦ Χριστοῦ προάγει, καὶ δι' ἡμῶν τὴν εὐωδίαν τῆς γνώσεως αὐτοῦ ἀνὰ πᾶσαν τὴν γῆν φανεροῖ.",0.875
"Δεῖ μὲν ἡμᾶς ἀπελθεῖν, καίτοι οὐκ ἂν ἤθελον. Ἀλλὰ χρὴ ποιεῖν τὸ ἀγαθόν.",0.25
"Οὐκ ἐπληρώθη τὸ ἔργον τελείως, ἀλλὰ προεκόψαμεν γοῦν τι.",0.25
Μὴ ὑπολάβετε ἀμελεῖν ἡμᾶς· οὐ γὰρ πάντως ὀκνηροί ἐσμεν.,0.25
"Εἰ καὶ δοκεῖ χαλεπὸν εἶναι, εἰς ὠφέλειαν ἡμῖν ἔσται.",0.25
"Συμφέρον ἐστίν, εἰ καὶ μὴ πάντως ἤρεσκεν μοι ἡ ἀρχὴ.",0.25
"Τοῦτο γὰρ ποιεῖν προσήκει ἡμῖν, ἵνα μὴ σφαλῶμεν ἐν τῷ μέλλοντι.",0.25
"Μὴ οὖν ὁ νόμος αὐτὸς ἁμαρτία ἐστίν; Μὴ γένοιτο! Ἀλλὰ τὴν ἁμαρτίαν οὐκ ἂν ἐγνώρισα εἰ μὴ διὰ τοῦ νόμου. Οὐ γὰρ ἂν κατενόουν τὸ ἐπιθυμεῖν, εἰ μὴ ἡ ἐντολὴ ἔλεγεν, Οὐκ ἐπιθυμήσεις.",0.25
"Τί οὖν ἐροῦμεν; Μή ὁ νόμος ἁμαρτία ἐστίν; Μὴ γένοιτο! Ἀλλὰ τὴν ἁμαρτίαν οὐκ ἂν διέγνων εἰ μὴ διὰ νόμου· οὐδὲ γὰρ τὴν ἐπιθυμίαν ἂν ἐπεγνώρισα, εἰ μὴ ὁ νόμος ἔλεγεν, «Οὐκ ἐπιθυμήσεις.»",0.25
"Μικρὰ ζημία ἐγένετο, ἀλλ' οὐκ ἀπελπίζομεν.",-0.125
"Δύσκολον ἔργον ἐστί, πλὴν ἀναγκαῖον πρὸς τὸ ἀγαθόν.",-0.125
"Μελετῶ περὶ τῆς ὑμετέρας πορείας, ὅπως ἀσφαλῶς ἔλθητε.",-0.125
"Οὐ πάντα καλῶς ἔχει, ἀλλὰ δυνάμεθα φέρειν.",-0.125
"Λυποῦμαι ὅτι οὐκ ἠδυνήθητε ἐλθεῖν, ἀλλὰ νοῶ τοὺς λόγους.",-0.125
"Τινὲς δυσκολίαι παροῦσαι τυγχάνουσιν, οὐ μὴν ἀλλὰ προχωρήσομεν.",-0.125
"Ἐκ γὰρ πολλῆς θλίψεως καὶ συνοχῆς καρδίας, καὶ διὰ πολλῶν δακρύων, ἔγραψα ὑμῖν ταῦτα, οὐχ ἵνα λυπηθῆτε, ἀλλ᾽ ἵνα κατανοήσητε τὴν καθ᾽ ὑπερβολὴν ἀγάπην ἣν ἔχω εἰς ὑμᾶς.",-0.125
"ἐξ ὀδύνης γὰρ καρδίας πολλῆς καὶ συντριβῆς πνεύματος, καὶ διὰ πολλῶν δακρύων, ταῦτα ὑμῖν ἔγραψα, οὐχ ἵνα λύπην πάλιν ὑμῖν προξενήσω, ἀλλ' ἵνα ἐπιγνῶτε τὴν ὑπερβάλλουσαν ἀγάπην μου τὴν εἰς ὑμᾶς.",-0.125
"Πῶς ἔλεγες πιστεύειν, νῦν δὲ ἀμφιβάλλεις;",-0.375
Οὐ τοῦτο ἦν τὸ ἔργον ὃ ἐλπίζομεν ἀπὸ ὑμῶν.,-0.375
"Διὰ τί ἀμελεῖτε τῶν προσταγμάτων, καὶ οὐκ ἀκολουθεῖτε τῇ ὁδῷ;",-0.375
Κάλλιον ἦν σοι ἀκοῦσαι τῆς συμβουλῆς ἢ τῆς ἰδίας γνώμης.,-0.375
"Μήπως οὐκ ἔστιν ἡ ἀγάπη ἐν ὑμῖν ἀληθινή, ἀλλὰ μόνον πρόφασις;",-0.375
"Πάλιν οὐκ ἔσεσθε ἕτοιμοι, ὥσπερ καὶ πρὸ τούτου;",-0.375
Τοῦτο γὰρ ἓν μόνον ὑμῶν πυνθάνομαι: Πόθεν τὸ Πνεῦμα ἐδέξασθε; ἆρα ἐκ τοῦ τηρεῖν ὑμᾶς τὸν νόμον ἢ ἐκ τοῦ πιστεῦσαι τῷ λόγῳ ὃν ἠκούσατε;,-0.375
Μόνον τοῦτο ὑμᾶς ἀνερῶ: Πῶς τὸ Πνεῦμα ἐλάβετε; διὰ τηρήσεως νόμου ἢ διὰ πίστεως ἀληθείας;,-0.375
Πῶς ἔτι ὑπομενῶμεν τὴν τοσαύτην θλῖψιν; οὐδεὶς γὰρ λόγος ἐστὶν ἐν ἐμοὶ νῦν.,-0.875
"Μάτην ἐκοπίασα, οὐδεὶς γὰρ ἀκούει τὴν φωνήν μου ἢ πιστεύει τοῖς λόγοις μου.",-0.875
"Ἡ πονηρία ἐπλημμύρισεν τὴν γῆν, καὶ οὐχ εὑρίσκωμεν παρηγορίαν οὐδαμοῦ.",-0.875
"Τί ποιήσω τῇ ψυχῇ μου, ὅτι συντεθλίμμαι σφόδρα καὶ οὐκ ἔχω ἀνάπαυσιν;",-0.875
"Καὶ οἱ φίλοι μου ἀπέστησαν ἀπ' ἐμοῦ, καὶ οὐκ ἔχω ποῦ στῶ ἐν τῇ ἀπογνώσει ταύτῃ.",-0.875
"Ἡ καταστροφὴ ἐγγύς ἐστιν, καὶ οὐδεὶς δύναται σῶσαι ἡμᾶς ἐκ τοῦ ζόφου τούτου.",-0.875
"Οὕτως ἀπορῶ ἐν ὑμῖν, ὥστε ἤθελον παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου.",-0.875
"Σφόδρα γὰρ ἀποροῦμαι περὶ ὑμῶν, ὥστε καὶ ἤθελον παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου.",-0.875
ἔστι τις ἐλπὶς μικρὰ περὶ τῆς πράξεως ταύτης.,0.125
δοκεῖ μοι συμφέρειν τι μικρὸν τοῦτο ποιῆσαι.,0.125
"οὐ πάντως κακόν ἐστιν, ἀλλὰ μᾶλλον ὀλίγον ἀγαθόν.",0.125
βελτίωσις ἐγχωρεῖ μικρά τις ἐν τοῖς ἔργοις αὐτῶν.,0.125
σχεδὸν συμφωνῶ τῷ λόγῳ τούτῳ.,0.125
"ἡ κατάστασις οὐ λίαν δυσχερής ἐστιν, ἀλλὰ δύναται βελτιωθῆναι.",0.125
"Τοῦτο γὰρ ἔγραψα ἵνα γνῶ τὴν δοκιμὴν τῆς ὑπακοῆς ὑμῶν, εἰ ἐν παντὶ ὑπήκοοι ἐστὲ.",0.125
"Τοῦτο γὰρ ἔγραψα, ἵνα τὸ γνήσιον τῆς ὑμῶν ἀγωγῆς φανερωθῇ, καὶ εἰ ἐν πᾶσιν ὑπακούειν ἑτοίμοι ἐστέ.",0.125
Καὶ μικρὸν ψεῦδος πολλὰ διαφθείρει.,-0.125
Οὐ φρόνιμόν ἐστιν πᾶσι πιστεύειν.,-0.125
Ἄνευ μόχθου οὐδεμία κέρδος ῥᾳδίως λαμβάνεται.,-0.125
Πολλάκις ἡ τοῦ πλούτου δίωξις λύπην φέρει.,-0.125
Καὶ ἐν φίλοις προδοσία δύναται ἀνατεῖλαι.,-0.125
Τὸ πολλὰ λαλεῖν πολλάκις πείθειν οὐ δύναται.,-0.125
"Μὴ οὖν τὸ ἀγαθὸν ἐμοὶ θανάτου αἴτιον ἐγένετο; Μὴ γένοιτο! Ἀλλ' ἡ ἁμαρτία, ἐκ τοῦ ἀγαθοῦ λαβοῦσα ἀφορμήν, κατεργάσατο μοι τὸν θάνατον, ἵνα φανῇ ἀληθῶς ἀνόμος καὶ ὑπὲρ πᾶν μέτρον δεινὴ διὰ τοῦ προστάγματος.",-0.125
"Μή τι οὖν τὸ ἀγαθὸν θάνατόν μοι παρέχει; Μὴ γένοιτο! Ἀλλὰ μᾶλλον ἡ ἁμαρτία, τῷ ἀγαθῷ δολίως χρησαμένη, εἰς θάνατον ἤγαγέν με· καὶ τοῦτο γέγονεν ἵνα ἡ ἁμαρτία φανερωθῇ ὡς ἔστιν, καὶ διὰ τῆς ἐντολῆς ἀποκαλυφθῇ ἡ καθ' ὑπερβολὴν ἀνομία αὐτῆς.",-0.125
Καλὸν ἂν εἴη εἰ ἀλληλοβοηθοῖμεν ἐν ταῖς θλίψεσιν.,0.25
"Ἐλπὶς μὲν ἔστιν μικρά, ἀλλὰ δεῖ προσευχῆς πολλῆς.",0.25
"Προσέχωμεν οὖν μὴ ἀπολέσωμεν ἃ ἐργασάμεθα, ἀλλὰ μᾶλλον λάβωμεν μισθὸν πλήρη.",0.25
"Εὖ ἐποιήσατε τοῦτο, καίπερ ἔτι δεόμενοι ὑπομονῆς.",0.25
Δυνατὸν γὰρ καὶ οὕτως πρὸς τὸ βέλτιον προχωρῆσαι.,0.25
Εἴθε γένοιτο ἡ ἐκβασις αὐτῶν μετρίως ἀγαθή.,0.25
"Ἀλλὰ μᾶλλον ἐπιδείξασθε ἔλεος καὶ παραμυθίαν τούτῳ, μήποτε καταποθῇ ὑπὸ τῆς ὑπερβαλλούσης λύπης.",0.25
"Οὖν, ἀλλὰ μᾶλλον ὀφείλετε αὐτῷ ἄφεσιν καὶ παράκλησιν διδόναι, μή πως ὁ ἄνθρωπος ἐκεῖνος ὑπὸ τῆς βαρείας λύπης καταποντισθῇ.",0.25
τὸ ἀγαθὸν ἔργον συχνὰ φέρει καρπὸν εἰς τὸν κόσμον.,0.375
ἔστιν καλὸν ἔχειν πνεῦμα συνεργατικὸν ἐν τῇ ἐκκλησίᾳ.,0.375
"ἡ ἐλπὶς ἡμῶν μένει σταθερὰ, κἂν αἱ θλίψεις ἔλθωσιν.",0.375
φρόνιμον γὰρ ἐστιν προσεύχεσθαι πρὸ πάσης πράξεως.,0.375
"τὸ φρονεῖν τὰ ἄνω ὠφέλιμον, εἰ καὶ οὐ πάντοτε εὔκολον.",0.375
"καλῶς ποιεῖτε ὑπομένοντες ἐν ταῖς θλίψεσιν, ἔχοντες ἐλπίδα.",0.375
"Ἀεὶ ἐπαινετόν ἐστιν ἡ ἀγαθὴ καὶ σπουδαία ὑμῶν ἀγάπη πρὸς ἐμέ, οὐ μόνον ὅτε πάρειμι ἀλλὰ καὶ ὅτε ἄπειμι.",0.375
"Πολλῷ μᾶλλον ἔντιμόν τε καὶ συμφέρον ὑμῖν ἐστιν ἀεὶ τιμᾶσθαι καὶ ἐπιζητεῖσθαι διὰ τὴν ὑμετέραν ἀγαθὴν πολιτείαν, ἢ μόνον ἐν τῇ ἐμῇ παρουσίᾳ τυγχάνειν τοιαύτης προσοχῆς.",0.375
εὐχαριστῶ τῷ θεῷ ἀπὸ καρδίας μου διὰ τὴν χάριν αὐτοῦ.,0.875
ἡ ἀλήθεια τοῦ κυρίου πληροῖ τὴν ψυχήν μου χαρᾶς ἀνεκλαλήτου.,0.875
"θαυμάζω τὰ ἔργα τοῦ θεοῦ, πάντα γὰρ καλῶς ἐποίησεν.",0.875
ἡ σωτηρία τοῦ κυρίου γεμίζει με εἰρήνης καὶ ἀγαλλιάσεως.,0.875
ἡ δικαιοσύνη τοῦ θεοῦ ἀγαπητή ἐστί μοι ὑπὲρ πᾶσαν χρυσίον.,0.875
"μακαρία ἡ ἐλπὶς ἡμῶν ἐν τῷ Χριστῷ, πληρούσης ἡμᾶς πάσης χαρᾶς.",0.875
Ὁ νόμος τοῦ Θεοῦ χαρά ἐστιν τῇ ψυχῇ μου.,0.875
Ὁ ἔσωθεν ἄνθρωπός μου ἀγαπᾷ ἐκ ψυχῆς τὸν νόμον τοῦ θεοῦ καὶ εὐαρεστεῖται αὐτῷ.,0.875
"Ἡ γὰρ βούλησίς μου ἀσθενής ἐστιν, καὶ διαπαντὸς εἰς ἁμάρτημα πίπτω.",-0.625
"Βαρὺ γὰρ φορτίον ἐπὶ τῆς ψυχῆς μου κεῖται, καὶ οὐ δύναμαι αὐτὸ ἆραι.",-0.625
"Θέλω μὲν γὰρ τὸ καλὸν ποιῆσαι, τὸ δὲ κακὸν πάρεστιν ἀεί μοι.",-0.625
"Ἡ καρδία μου ἐσκοτισμένη ἐστίν, καὶ οἱ πόδες μου πλανῶνται ἀπὸ τῆς ὁδοῦ τῆς δικαιοσύνης.",-0.625
"Οὐαί μοι, ὅτι οὐ φθάνω ἃ διώκω, οὐδὲ κρατῶ τῶν παθῶν μου.",-0.625
"Ἀνάξιος γάρ εἰμι στῆναι ἔμπροσθεν τοῦ ἁγίου Θεοῦ, ὅτι τὰ ἔργα μου διεφθαρμένα ἐστίν.",-0.625
"Συνίεμεν γὰρ τὸν τοῦ θεοῦ νόμον ἐκ πνεύματος εἶναι· ἐγὼ δέ, ἄνθρωπος ὢν σαρκικός, τῆς σαρκὸς δέσμιος, τῇ ἁμαρτίᾳ δουλεύω.",-0.625
"Δῆλον γὰρ πᾶσιν ἐστιν ὅτι ὁ νόμος τοῦ Θεοῦ, ὢν τέλειος, πνευματικός ἐστιν· ἐγὼ δὲ σάρκινος ἄνθρωπος ὑπάρχω, τελέως δεδουλωμένος τῇ ἁμαρτίᾳ.",-0.625
ἡ ὁδὸς μακρὰ καὶ κοπιώδης ἦν.,-0.125
οὐ πάντως κατὰ τὴν ἐλπίδα μου ἐγένετο.,-0.125
τὸ ζῆν βραχὺ καὶ οὐκ ἄνευ πόνου.,-0.125
"ἀναγκαῖον ἐστι πορευθῆναι, καίπερ μὴ θέλων.",-0.125
"ὀλίγα τὰ βρώματα ἔχομεν, οὐχ ἱκανὰ πᾶσιν.",-0.125
φοβοῦμαι μὴ χειμὼν σκληρὸς ἔλθῃ.,-0.125
"Ἀγωνίζομαι μὲν ἐν τῇ καρδίᾳ μου, σφοδρῶς δὲ ποθῶ ἀπολῦσαι καὶ σὺν Χριστῷ γενέσθαι, τοῦτο γὰρ ὑπερέχει μακρῷ.",-0.125
"Στενοχωροῦμαι δὲ ἐν τῇ καρδίᾳ μεταξὺ δύο ὁδῶν, ἐπιθυμῶν σφόδρα τοῦ ἀναλῦσαι καὶ σὺν Χριστῷ εἶναι, ὅπερ πολλῷ κρεῖττόν ἐστιν.",-0.125
"Εὐχαριστῶ τῷ Θεῷ πάντοτε περὶ ὑμῶν ἐπὶ τῇ χάριτι τῇ δοθείσῃ ὑμῖν ἐν Χριστῷ Ἰησοῦ,",0.875
"Πεποιθότες ἐσμεν ὅτι ἡμῖν ἀποκεῖται ὁ τῆς δικαιοσύνης στέφανος, ὃν ἀποδώσει κύριος ἐν ἐκείνῃ τῇ ἡμέρᾳ,",0.875
"Ἡ χαρὰ ἡμῶν ἐπληρώθη ἐν τῷ Πνεύματι τῷ Ἁγίῳ, ὅτι ὁ Κύριος ἐποίησεν μεγαλεῖα μεθ’ ἡμῶν.",0.875
"Τίς ἡμᾶς χωρίσει ἀπὸ τῆς ἀγάπης τοῦ Θεοῦ τῆς ἐν Χριστῷ Ἰησοῦ; Οὐδεμία δυσκολία, οὐδὲ θάνατος, οὐδὲ ζωή.",0.875
"Ἡ πίστις σου σέσωκέν σε· πορεύου εἰς εἰρήνην, καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου.",0.875
Δοξάζω τὸν Θεὸν ὅτι ἔδωκεν ἡμῖν πᾶσαν εὐλογίαν πνευματικὴν ἐν τοῖς ἐπουρανίοις ἐν Χριστῷ.,0.875
πέποιθα γὰρ ὅτι τὰ νῦν ἀποβήσεταί μοι εἰς σωτηρίαν διὰ τῆς ἐκτενοῦς ὑμῶν προσευχῆς καὶ τῆς πλουσίας χορηγίας τοῦ Πνεύματος Ἰησοῦ Χριστοῦ.,0.875
Πέπεισμαι γὰρ ὅτι διὰ τῶν ὑμῶν θερμῶν δεήσεων καὶ τῆς πλουσίας χορηγίας τοῦ Πνεύματος Ἰησοῦ Χριστοῦ πάντα μοι εἰς ἀγαθὸν ἀποβήσεται.,0.875
ὁ γὰρ καρπὸς τῆς γῆς ἐστιν καλὸς καὶ ὠφέλιμος τοῖς κατοικοῦσιν ἐν αὐτῇ.,0.5
ἔχουσιν γὰρ πίστιν ἀληθῆ καὶ σοφίαν ἐκ τοῦ θεοῦ δοθεῖσαν αὐτοῖς.,0.5
ἡ δὲ πορεία ἐγένετο εὔοδος καὶ ἀσφαλὴς διὰ τὴν τοῦ κυρίου πρόνοιαν.,0.5
