text,valence_score
"κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων,",-0.25
καὶ μαχόμην κατ' ἔμ' αὐτὸν ἐγώ· κείνοισι δ' ἂν οὔ τις,0.25
σοὶ κοίλῃς παρὰ νηυσὶ βαρείας χεῖρας ἐποίσει,1.0
οὕνεκα τὸν Χρύσην ἠτίμασεν ἀρητῆρα,-0.5
εἰ δέ κε μὴ δώῃσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι,-1.0
αἶψά τοι αἷμα κελαινὸν ἐρωήσει περὶ δουρί.,-0.5
μή νύ τοι οὐ χραίσμῃ σκῆπτρον καὶ στέμμα θεοῖο·,-1.0
Ὣς οἳ μὲν τὰ πένοντο κατὰ στρατόν· οὐδ' Ἀγαμέμνων,0.0
"ἡρώων, αὐτοὺς δὲ ἑλώρια τεῦχε κύνεσσιν",-0.75
ἀργυρόπεζα Θέτις θυγάτηρ ἁλίοιο γέροντος·,0.0
"ἄλλο δέ τοι ἐρέω, σὺ δ' ἐνὶ φρεσὶ βάλλεο σῇσι·",0.375
μέλποντες ἑκάεργον· ὃ δὲ φρένα τέρπετ' ἀκούων.,0.875
οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά·,0.25
Τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·,0.0
"ἀλλ' οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ,",-0.5
ἠτίμησεν· ἑλὼν γὰρ ἔχει γέρας αὐτὸς ἀπούρας.,-0.5
"Ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο,",0.0
ἀκροτάτῃ κορυφῇ πολυδειράδος Οὐλύμποιο·,0.25
Τὴν δ' ἠμείβετ' ἔπειτα πατὴρ ἀνδρῶν τε θεῶν τε·,0.0
λίσσομαι εἵνεκ' ἐμεῖο μένειν· πάρ' ἔμοιγε καὶ ἄλλοι,-0.625
ἡ γὰρ ἁμαρτία ἀφορμὴν λαβοῦσα διὰ τῆς ἐντολῆς ἐξηπάτησέν με καὶ δι’ αὐτῆς ἀπέκτεινεν.,-0.75
Μουσάων θ' αἳ ἄειδον ἀμειβόμεναι ὀπὶ καλῇ.,0.375
"Ἧλθον ἐγὼ παύσουσα τὸ σὸν μένος, αἴ κε πίθηαι,",0.75
"οἴη ἐν ἀθανάτοισιν ἀεικέα λοιγὸν ἀμῦναι,",0.375
"Ἦμος δ' ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε,",0.625
βάλλ’· αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί.,-0.5
Τρώων ἐκπέρσωσ' εὖ ναιόμενον πτολίεθρον·,0.25
"ἆσσον ἰόνθ', ὅτε κέν τοι ἀάπτους χεῖρας ἐφείω.",-0.5
τῷ δ' ἤδη δύο μὲν γενεαὶ μερόπων ἀνθρώπων   ,-0.25
Τὴν δὲ μέγ' ὀχθήσας προσέφη νεφεληγερέτα Ζεύς·,0.0
κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηι·   ,0.0
λαοὺς δ' Ἀτρεΐδης ἀπολυμαίνεσθαι ἄνωγεν·,0.25
Τὸν δ' ἄρ' ὑποβλήδην ἠμείβετο δῖος Ἀχιλλεύς·,0.0
ἀλλ' ὃν μέν κ' ἐπιεικὲς ἀκουέμεν οὔ τις ἔπειτα,0.375
ἀλλὰ σὺ τὸν ἐπέεσσι καθάπτεσθαι μαλακοῖσιν·,0.75
"ἀλλ' ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀΐω·",0.125
πάντῃ ἀνὰ στρατὸν εὐρὺν Ἀχαιῶν· ἄμμι δὲ μάντις,-0.375
"καὶ τὸν πειρασμόν μου τὸν ἐν τῇ σαρκί μου οὐκ ἐξουθενήσατε οὐδὲ ἐξεπτύσατε, ἀλλὰ ὡς ἄγγελον θεοῦ ἐδέξασθέ με, ὡς Χριστὸν Ἰησοῦν.",0.75
"στῆ δ' ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα",0.0
Μὴ δ' οὕτως ἀγαθός περ ἐὼν θεοείκελ' Ἀχιλλεῦ,0.25
"ἔνθα καθεῦδ' ἀναβάς, παρὰ δὲ χρυσόθρονος Ἥρη.",0.875
οὔτε θεῶν πρότερος τὸν εἴσεται οὔτ' ἀνθρώπων·,0.625
"Ὣς ἔφατ’ εὐχόμενος, τοῦ δ’ ἔκλυε Φοῖβος Ἀπόλλων,",0.0
στέμματ' ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος,0.125
"ἐκ δ' εὐνὰς ἔβαλον, κατὰ δὲ πρυμνήσι' ἔδησαν·",-0.125
"Ὣς φάτο, μείδησεν δὲ θεὰ λευκώλενος Ἥρη,",0.0
"Ἀπόλλωνι ἄνακτι, τὸν ἠύκομος τέκε Λητώ·",0.125
καὶ μὲν τοῖσιν ἐγὼ μεθομίλεον ἐκ Πύλου ἐλθὼν,0.5
Τίς δ' αὖ τοι δολομῆτα θεῶν συμφράσσατο βουλάς;   ,-0.25
"αὐτὰρ ἐπεὶ κατὰ μῆρε κάη καὶ σπλάγχνα πάσαντο,",0.75
"οὐ δέμας οὐδὲ φυήν, οὔτ' ἂρ φρένας οὔτέ τι ἔργα.",-0.5
φηρσὶν ὀρεσκῴοισι καὶ ἐκπάγλως ἀπόλεσσαν.,0.875
Θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,1.0
"ἂψ ἀπονοστήσειν, εἴ κεν θάνατόν γε φύγοιμεν,   ",0.125
καλὸν ἀείδοντες παιήονα κοῦροι Ἀχαιῶν,0.875
"νεικεῖ, καί τέ μέ φησι μάχῃ Τρώεσσιν ἀρήγειν.",-0.75
Τὸν δ' ἠμείβετ' ἔπειτα ποδάρκης δῖος Ἀχιλλεύς·,0.0
καὶ τότε δὴ πρὸς Ὄλυμπον ἴσαν θεοὶ αἰὲν ἐόντες,0.25
"κοῦροι μὲν κρητῆρας ἐπεστέψαντο ποτοῖο,   ",0.75
"δαίνυντ', οὐδέ τι θυμὸς ἐδεύετο δαιτὸς ἐΐσης,",0.625
οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν,0.75
Τὴν δ' ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·   ,-0.125
"ἦ γὰρ ὀίομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων",-0.375
ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,0.625
εἷσεν ἄγων· ἐν δ' ἀρχὸς ἔβη πολύμητις Ὀδυσσεύς.,0.875
"εἰ δὲ ὃ οὐ θέλω τοῦτο ποιῶ, συμφημὶ τῷ νόμῳ ὅτι καλόν.",-0.25
ἐσθλὸν δ' οὔτέ τί πω εἶπας ἔπος οὔτ' ἐτέλεσσας·,-1.0
νῆα μὲν οἵ γε μέλαιναν ἐπ' ἠπείροιο ἔρυσσαν,0.625
"ἡδυεπὴς ἀνόρουσε λιγὺς Πυλίων ἀγορητής,",0.625
"Θέλω δὲ ὑμᾶς εἰδέναι, ἀδελφοί, ὅτι τὰ κατ’ ἐμὲ μᾶλλον εἰς προκοπὴν τοῦ εὐαγγελίου ἐλήλυθεν,",0.75
σύμπαντας· τότε δ' οὔ τι δυνήσεαι ἀχνύμενός περ,-0.25
"τοῦτο μόνον θέλω μαθεῖν ἀφ’ ὑμῶν, ἐξ ἔργων νόμου τὸ Πνεῦμα ἐλάβετε ἢ ἐξ ἀκοῆς πίστεως;",-0.375
τήν ῥα βίῃ ἀέκοντος ἀπηύρων· αὐτὰρ Ὀδυσσεὺς   ,-0.375
Κάλχαντα πρώτιστα κάκ' ὀσσόμενος προσέειπε·,-1.0
τὴν μὲν γὰρ σὺν νηῒ θοῇ ἑλίκωπες Ἀχαιοὶ,-0.125
"ἦ μὲν δή ποτ' ἐμεῦ πάρος ἔκλυες εὐξαμένοιο,",0.625
οὐδ' ὄθομαι κοτέοντος· ἀπειλήσω δέ τοι ὧδε·,-0.75
"ναὶ μὰ τόδε σκῆπτρον, τὸ μὲν οὔ ποτε φύλλα καὶ ὄζους",0.0
ἣ δ' ἀέκουσ' ἅμα τοῖσι γυνὴ κίεν· αὐτὰρ Ἀχιλλεὺς,-0.625
οὐρανόθεν· πρὸ δέ μ' ἧκε θεὰ λευκώλενος Ἥρη,1.0
"συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς,   ",0.375
"ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα,",0.5
ἧκε δ' ἐπ' Ἀργείοισι κακὸν βέλος· οἳ δέ νυ λαοὶ,-0.625
ηλεΐδης δ' ἐξαῦτις ἀταρτηροῖς ἐπέεσσιν,0.0
δεινὴ δὲ κλαγγὴ γένετ’ ἀργυρέοιο βιοῖο·,-0.25
Ναὶ δὴ ταῦτά γε πάντα γέρον κατὰ μοῖραν ἔειπες·,0.375
καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις,-0.625
"ἀλλὰ πίθεσθε καὶ ὔμμες, ἐπεὶ πείθεσθαι ἄμεινον·",1.0
προϊδοῦσα δὲ ἡ γραφὴ ὅτι ἐκ πίστεως δικαιοῖ τὰ ἔθνη ὁ Θεὸς προευηγγελίσατο τῷ Ἀβραὰμ ὅτι ἐνευλογηθήσονται ἐν σοὶ πάντα τὰ ἔθνη.,0.375
"ἀλλὰ σὺ τόν γ' ἐλθοῦσα θεὰ ὑπελύσαο δεσμῶν,",0.75
"ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃς,",-0.125
Χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι,0.0
"Μόνον ἀξίως τοῦ εὐαγγελίου τοῦ Χριστοῦ πολιτεύεσθε, ἵνα εἴτε ἐλθὼν καὶ ἰδὼν ὑμᾶς εἴτε ἀπὼν ἀκούω τὰ περὶ ὑμῶν, ὅτι στήκετε ἐν ἑνὶ πνεύματι, μιᾷ ψυχῇ συναθλοῦντες τῇ πίστει τοῦ εὐαγγελίου,",0.375
Τὸν δ' ἠμείβετ' ἔπειτα βοῶπις πότνια Ἥρη·,0.125
"οἳ περὶ μὲν βουλὴν Δαναῶν, περὶ δ' ἐστὲ μάχεσθαι.",0.25
"τοὺς μὲν ἀναστήσειεν, ὃ δ' Ἀτρεΐδην ἐναρίζοι,",-0.25
τὼ μὲν ταρβήσαντε καὶ αἰδομένω βασιλῆα,-0.125
Ὣς ἄρ' ἔφη καὶ ἀναΐξας δέπας ἀμφικύπελλον,0.0
λαοὺς δ' οὐκ ἐπέοικε παλίλλογα ταῦτ' ἐπαγείρειν.,0.375
ἐς Χρύσην ἵκανεν ἄγων ἱερὴν ἑκατόμβην.,0.125
"εἰς ἅλα ἆλτο βαθεῖαν ἀπ' αἰγλήεντος Ὀλύμπου,",0.375
"πᾶσι δὲ σημαίνειν, ἅ τιν' οὐ πείσεσθαι ὀΐω·",-0.625
"ἡμετέρῳ ἐνὶ οἴκῳ ἐν Ἄργεϊ, τηλόθι πάτρης,   ",-0.75
ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ' ἄμεινον·,-0.375
φύλλά τε καὶ φλοιόν· νῦν αὖτέ μιν υἷες Ἀχαιῶν,0.125
χρειὼ ἐμεῖο γένηται ἀεικέα λοιγὸν ἀμῦναι,-0.5
ἀλλὰ σὺ μὲν νῦν νηυσὶ παρήμενος ὠκυπόροισι,-0.25
"ᾠχόμεθ' ἐς Θήβην ἱερὴν πόλιν Ἠετίωνος,",0.0
ἠερίη γὰρ σοί γε παρέζετο καὶ λάβε γούνων·,-0.25
κούρην Βρισῆος τήν μοι δόσαν υἷες Ἀχαιῶν.,-0.625
ἱκανὸν αὐτῷ τὸ ἐπιτίμιον τοῦτο τὸ ὑπὸ τῶν πλειόνων·,-0.5
"Ἐλθὼν δὲ εἰς τὴν Τρῳάδα εἰς τὸ εὐαγγέλιον τοῦ Χριστοῦ καὶ θύρας μοι ἀνεῳγμένης ἐν Κυρίῳ,",0.625
ταύρων ἠδ' αἰγῶν παρὰ θῖν' ἁλὸς ἀτρυγέτοιο·,-0.25
εἴ περ γάρ κ' ἐθέλῃσιν Ὀλύμπιος ἀστεροπητὴς   ,0.25
"καρπαλίμως, τὴν δ' εἰς ὅρμον προέρεσσαν ἐρετμοῖς.",0.0
"ὧν οἱ πατέρες καὶ ἐξ ὧν ὁ Χριστὸς τὸ κατὰ σάρκα, ὁ ὢν ἐπὶ πάντων θεὸς εὐλογητὸς εἰς τοὺς αἰῶνας· ἀμήν.",0.625
ἀφορμὴν δὲ λαβοῦσα ἡ ἁμαρτία διὰ τῆς ἐντολῆς κατειργάσατο ἐν ἐμοὶ πᾶσαν ἐπιθυμίαν· χωρὶς γὰρ νόμου ἁμαρτία νεκρά.,-0.375
ἤδη γάρ με καὶ ἄλλοτ' ἀλεξέμεναι μεμαῶτα   ,0.125
νῦν δ' αἰνῶς δείδοικα κατὰ φρένα μή σε παρείπῃ,-0.5
"ᾧ δέ τι χαρίζεσθε, κἀγώ· καὶ γὰρ ἐγὼ ὃ κεχάρισμαι, εἴ τι κεχάρισμαι, δι’ ὑμᾶς ἐν προσώπῳ Χριστοῦ,",0.625
χειρί τέ μιν κατέρεξεν ἔπος τ' ἔφατ' ἔκ τ' ὀνόμαζε·,0.5
Ἦ δὴ λοίγια ἔργ' ὅ τέ μ' ἐχθοδοπῆσαι ἐφήσεις,-0.75
"ἐν Πύλῳ ἠγαθέῃ, μετὰ δὲ τριτάτοισιν ἄνασσεν·",0.25
"τιμήσῃς, ὀλέσῃς δὲ πολέας ἐπὶ νηυσὶν Ἀχαιῶν.",-0.5
"Ἦ καὶ ἐπ' ἀργυρέῃ κώπῃ σχέθε χεῖρα βαρεῖαν,",0.0
εἰδήσειν· χαλεποί τοι ἔσοντ' ἀλόχῳ περ ἐούσῃ·,0.25
μύθῳ Ἀθηναίης· ἣ δ' Οὔλυμπον δὲ βεβήκει,0.5
"Αἰνότατε Κρονίδη, ποῖον τὸν μῦθον ἔειπες;",0.0
"καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς,",-0.375
"ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου, ὅτι ἀποροῦμαι ἐν ὑμῖν.",-0.875
"αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο,",0.875
"θάμβησεν δ' Ἀχιλεύς, μετὰ δ' ἐτράπετ', αὐτίκα δ' ἔγνω",0.375
"οὐ γὰρ ὃ θέλω ποιῶ ἀγαθόν, ἀλλ’ ὃ οὐ θέλω κακὸν τοῦτο πράσσω.",-0.875
τῶν δ' ἄλλων ἅ μοί ἐστι θοῇ παρὰ νηῒ μελαίνῃ   ,0.25
ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο,-0.125
"ὁ δὲ νόμος οὐκ ἔστιν ἐκ πίστεως, ἀλλ’ Ὁ ποιήσας αὐτὰ ζήσεται ἐν αὐτοῖς.",-0.375
"Οὔ τ’ ἄρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης,",0.5
"Φεῦγε μάλ', εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε",-0.75
μητρὶ φίλῃ ἐν χειρὶ τίθει καί μιν προσέειπε·,0.375
"βῆσε θεῷ, ἀνὰ δὲ Χρυσηΐδα καλλιπάρῃον   ",0.75
Πηλεΐδης μὲν ἐπὶ κλισίας καὶ νῆας ἐΐσας,0.25
οὕνεκ' ἐγὼ κούρης Χρυσηΐδος ἀγλά' ἄποινα,-0.25
ἀλλὰ σύ πέρ μιν τῖσον Ὀλύμπιε μητίετα Ζεῦ·,0.5
τῇ σ' ὀΐω κατανεῦσαι ἐτήτυμον ὡς Ἀχιλῆα,-0.25
Τὸν δ' ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·   ,0.125
υἱὸν ἐμὸν τίσωσιν ὀφέλλωσίν τέ ἑ τιμῇ.   ,-0.25
"Ὣς φάτο δάκρυ χέων, τοῦ δ' ἔκλυε πότνια μήτηρ",0.0
"καί ῥα πάροιθ' αὐτοῖο καθέζετο δάκρυ χέοντος,   ",0.25
χραισμεῖν· ἀργαλέος γὰρ Ὀλύμπιος ἀντιφέρεσθαι·,0.25
ὅσσον ἐγὼ μετὰ πᾶσιν ἀτιμοτάτη θεός εἰμι.,-0.5
πολλὰς δ’ ἰφθίμους ψυχὰς Ἄϊδι προΐαψεν,-0.75
τιμήν πέρ μοι ὄφελλεν Ὀλύμπιος ἐγγυαλίξαι,-0.5
"πίμπλαντ', ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·",-1.0
"ὤπτησάν τε περιφραδέως, ἐρύσαντό τε πάντα.",0.5
πρίν γ’ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην,0.0
"Ὣς φάτο Πηλεΐδης, ποτὶ δὲ σκῆπτρον βάλε γαίῃ",0.0
δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι.,0.875
ἠπείλησεν μῦθον ὃ δὴ τετελεσμένος ἐστί·,-0.5
τῶν οὐκ ἄν τι φέροις ἀνελὼν ἀέκοντος ἐμεῖο·,0.25
"λῆγ' ἔριδος τὴν πρῶτον ἐπηπείλησ' Ἀχιλῆϊ,",-0.5
"Ἥρη, μὴ δὴ πάντας ἐμοὺς ἐπιέλπεο μύθους",0.0
τὸν καὶ ὑπέδεισαν μάκαρες θεοὶ οὐδ' ἔτ' ἔδησαν.,0.125
οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο,0.5
"Τέκνον, τί κλαίεις; τί δέ σε φρένας ἵκετο πένθος;",-0.25
κρατὸς ἀπ' ἀθανάτοιο· μέγαν δ' ἐλέλιξεν Ὄλυμπον.   ,0.125
"ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.",0.125
"καὶ τὰ μὲν εὖ δάσσαντο μετὰ σφίσιν υἷες Ἀχαιῶν,",-0.25
τοῖσιν δ' ἴκμενον οὖρον ἵει ἑκάεργος Ἀπόλλων·,0.875
"Σμινθεῦ, εἴ ποτέ τοι χαρίεντ’ ἐπὶ νηὸν ἔρεψα,",0.375
χερνίψαντο δ' ἔπειτα καὶ οὐλοχύτας ἀνέλοντο.,0.625
"νοῦσον ἀνὰ στρατὸν ὦρσε κακήν, ὀλέκοντο δὲ λαοί,   ",-0.75
αὐτὰρ ἔπειτ’ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς,-0.5
"οὐδέ τι οἶδε νοῆσαι ἅμα πρόσσω καὶ ὀπίσσω,",-0.5
"θεινομένην, τότε δ' οὔ τι δυνήσομαι ἀχνύμενός περ",0.5
τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη·,0.75
"τίμησας μὲν ἐμέ, μέγα δ' ἴψαο λαὸν Ἀχαιῶν·",0.125
"εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις,",0.5
πρός τε θεῶν μακάρων πρός τε θνητῶν ἀνθρώπων,-0.375
"Ἦ δὴ λοίγια ἔργα τάδ' ἔσσεται οὐδ' ἔτ' ἀνεκτά,",-0.375
"θείομεν, ἂν δ' αὐτὴν Χρυσηΐδα καλλιπάρῃον",0.0
"θνῇσκον ἐπασσύτεροι, τὰ δ' ἐπῴχετο κῆλα θεοῖο",-0.625
"ἐσθλῆς ἔσσεται ἦδος, ἐπεὶ τὰ χερείονα νικᾷ.",-0.5
"ἀλλὰ κακῶς ἀφίει, κρατερὸν δ' ἐπὶ μῦθον ἔτελλε·",-0.625
"αὐέρυσαν μὲν πρῶτα καὶ ἔσφαξαν καὶ ἔδειραν,",0.0
"ὃ γὰρ κατεργάζομαι οὐ γινώσκω· οὐ γὰρ ὃ θέλω τοῦτο πράσσω, ἀλλ’ ὃ μισῶ τοῦτο ποιῶ.",-0.875
"ἱστία μὲν στείλαντο, θέσαν δ' ἐν νηῒ μελαίνῃ,",-0.25
"οἷς μὲν ὀσμὴ ἐκ θανάτου εἰς θάνατον, οἷς δὲ ὀσμὴ ἐκ ζωῆς εἰς ζωήν. καὶ πρὸς ταῦτα τίς ἱκανός;",0.125
μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·,0.125
"στήθεσσιν λασίοισι διάνδιχα μερμήριξεν,",-0.125
πρὸς Διὸς εἰρύαται· ὃ δέ τοι μέγας ἔσσεται ὅρκος·,0.25
"εἰ δὴ σφὼ ἕνεκα θνητῶν ἐριδαίνετον ὧδε,",-0.5
"ἑξείης ἔστησαν ἐΰδμητον περὶ βωμόν,",0.875
Ὣς τώ γ' ἀντιβίοισι μαχεσσαμένω ἐπέεσσιν,0.0
βλέπω δὲ ἕτερον νόμον ἐν τοῖς μέλεσίν μου ἀντιστρατευόμενον τῷ νόμῳ τοῦ νοός μου καὶ αἰχμαλωτίζοντά με ἐν τῷ νόμῳ τῆς ἁμαρτίας τῷ ὄντι ἐν τοῖς μέλεσίν μου.,-0.75
αὐτοῦ κινηθέντος· ὁ δ’ ἤιε νυκτὶ ἐοικώς·,0.25
"αὐτὰρ ἐπεί ῥ' ἵκοντο κατὰ στρατὸν εὐρὺν Ἀχαιῶν,",0.75
Τὸν δ' ἠμείβετ' ἔπειτα Θέτις κατὰ δάκρυ χέουσα·,-1.0
"ὃν Βριάρεων καλέουσι θεοί, ἄνδρες δέ τε πάντες",0.375
οἴῳ φαινομένη· τῶν δ' ἄλλων οὔ τις ὁρᾶτο·,0.375
"ἢ ἔπει ἢ ἔργῳ, τόδε μοι κρήηνον ἐέλδωρ·",0.5
ἀλλ' ἔκ τοι ἐρέω καὶ ἐπὶ μέγαν ὅρκον ὀμοῦμαι·,0.125
"θῖν' ἔφ' ἁλὸς πολιῆς, ὁρόων ἐπ' ἀπείρονα πόντον·   ",-0.5
"οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ, Κάλχαν,",0.375
ἐκ δ' ἕλον Ἀτρεΐδῃ Χρυσηΐδα καλλιπάρῃον.,-0.375
ἔνθ' ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ,-0.125
Τίπτ' αὖτ' αἰγιόχοιο Διὸς τέκος εἰλήλουθας;,0.25
Ἥρη· ἐμοὶ δέ κε ταῦτα μελήσεται ὄφρα τελέσσω·,0.375
"ἄλλοισιν δὴ ταῦτ' ἐπιτέλλεο, μὴ γὰρ ἔμοιγε",0.125
"μεῖναι ἐπερχόμενον, ἀλλ' ἀντίοι ἔσταν ἅπαντες.",0.375
καὶ τοὺς πλείονας τῶν ἀδελφῶν ἐν Κυρίῳ πεποιθότας τοῖς δεσμοῖς μου περισσοτέρως τολμᾶν ἀφόβως τὸν λόγον λαλεῖν.,0.75
"ἢ καὶ ὀνειροπόλον, καὶ γάρ τ’ ὄναρ ἐκ Διός ἐστιν,",0.25
"καρπαλίμως δ' ἀνέδυ πολιῆς ἁλὸς ἠΰτ' ὀμίχλη,",0.25
"Μῆτερ ἐπεί μ' ἔτεκές γε μινυνθάδιόν περ ἐόντα,",-0.5
θνήσκοντες πίπτωσι· σὺ δ' ἔνδοθι θυμὸν ἀμύξεις,-0.375
"ἧσθαι δευόμενον, κέλεαι δέ με τῆνδ' ἀποδοῦναι;",-0.875
"ἀλλ' ὅδ' ἀνὴρ ἐθέλει περὶ πάντων ἔμμεναι ἄλλων,",-0.625
Αἰγαίων' — ὃ γὰρ αὖτε βίην οὗ πατρὸς ἀμείνων —,0.25
"ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ,",-0.125
αὐτίκ' ἐγὼ πρῶτος κελόμην θεὸν ἱλάσκεσθαι·,0.25
μᾶλλον ἐμοὶ ἔσεαι· τὸ δέ τοι καὶ ῥίγιον ἔσται.,-0.5
ἐκ δὲ Χρυσηῒς νηὸς βῆ ποντοπόροιο.,0.0
ἦ γάρ μ' Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων,-0.5
"ἀλλ' οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ,",-0.625
ἠγνοίησεν ἰδοῦσ' ὅτι οἱ συμφράσσατο βουλὰς,-0.125
ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις.,0.25
"δαίνυντ', οὐδέ τι θυμὸς ἐδεύετο δαιτὸς ἐΐσης.",0.875
ἕρκος Ἀχαιοῖσιν πέλεται πολέμοιο κακοῖο.,0.875
ὁππότε μιν ξυνδῆσαι Ὀλύμπιοι ἤθελον ἄλλοι,-0.125
"ἀνδράσιν ὡμίλησα, καὶ οὔ ποτέ μ' οἵ γ' ἀθέριζον.",0.875
"Ἀτρεΐδη κύδιστε, φιλοκτεανώτατε πάντων,",0.75
"Ἀτρεΐδη, νῦν ἄμμε παλιμπλαγχθέντας ὀίω",0.875
τόφρα δ' ἐπὶ Τρώεσσι τίθει κράτος ὄφρ' ἂν Ἀχαιοὶ,-0.25
"ἀλλ’ ἴθι μή μ’ ἐρέθιζε, σαώτερος ὥς κε νέηαι.",-1.0
Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·,-0.25
"οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς.",-0.5
ἥμενον· οὐδ' ἄρα τώ γε ἰδὼν γήθησεν Ἀχιλλεύς.   ,-0.25
ὅς ῥα παρὰ Κρονίωνι καθέζετο κύδεϊ γαίων·,0.625
"Ὣς ἔφατ' εὐχόμενος, τοῦ δ' ἔκλυε Φοῖβος Ἀπόλλων.",0.0
Ὣς ἔφατ’· ἔδεισεν δ’ ὁ γέρων καὶ ἐπείθετο μύθῳ·,0.0
ἤϊε σύν τε Μενοιτιάδῃ καὶ οἷς ἑτάροισιν·,0.375
ἤδη γάρ ποτ' ἐγὼ καὶ ἀρείοσιν ἠέ περ ὑμῖν   ,0.75
Τὴν δ' ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,0.75
ἦ πολὺ λώϊόν ἐστι κατὰ στρατὸν εὐρὺν Ἀχαιῶν,0.0
ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ   ,-0.25
ὃ σφῶϊ προΐει Βρισηΐδος εἵνεκα κούρης.,0.5
τοῖσι δ’ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς·,0.625
"Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε·",-0.75
"ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος",-0.625
"χρυσέῳ ἀνὰ σκήπτρῳ, καὶ λίσσετο πάντας Ἀχαιούς,",-0.375
ἀλλὰ πίθεσθ'· ἄμφω δὲ νεωτέρω ἐστὸν ἐμεῖο·,0.5
"ὡς ἔμ' ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων,",-0.875
πολλὰ δὲ μητρὶ φίλῃ ἠρήσατο χεῖρας ὀρεγνύς·,-0.5
"ἦ ἐθέλεις ὄφρ' αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ' αὔτως",-0.625
ἣ δ' ἔθεεν κατὰ κῦμα διαπρήσσουσα κέλευθον.,0.375
